#OTU ID	AR1ERoot	AR1ESoil	AR1NRoot	AR1NSoil	AR1SRoot	AR1SSoil	AR1WRoot	AR1WSoil	Taxonomy
OTU242	0	0	1	4	0	0	0	0	GS|100.0|UDB0365398|SH1546275.08FU;k:Fungi,p:Olpidiomycota
OTU243	0	0	1	0	8	0	0	0	GS|99.7|UDB064214|SH1627183.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales
OTU244	0	0	0	0	20	0	0	0	GS|100.0|AB846998|SH1645889.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Melanommataceae,g:Herpotrichia
OTU245	0	0	0	0	0	0	1	6	SS|0.9800|UDB0337430|SH3336741.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU246	0	0	0	1	10	0	0	1	GS|100.0|HM240223|SH1630058.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Rhizopogonaceae,g:Rhizopogon,s:Rhizopogon hawkerae
OTU247	0	0	0	4	0	0	0	1	GS|100.0|UDB0307673|SH1522252.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis
OTU248	0	0	2	0	5	0	0	0	GS|100.0|KY105431|SH1649272.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma,s:Solicoccozyma aeria
OTU249	0	0	0	8	0	0	0	0	GS|99.7|UDB0365398|SH1546275.08FU;k:Fungi,p:Olpidiomycota
OTU25	318	0	0	0	71	1	0	3	GS|97.1|UDB0510874|SH1566043.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Parmeliaceae
OTU250	1	0	1	0	5	1	0	0	GS|100.0|UDB034826|SH1542339.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena
OTU251	0	0	5	1	0	1	1	4	GS|100.0|GQ169323|SH1532254.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Sagenomella,s:Sagenomella humicola
OTU252	0	0	5	0	0	0	0	0	GS|99.3|MH921857|SH1523753.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU253	0	0	1	4	0	0	0	0	SS|0.9900|UDB0109131|SH2726546.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales
OTU254	0	0	0	5	0	0	0	0	GSL|100.0|MN985036|SH1522248.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis isabellina
OTU255	0	0	1	0	3	0	1	0	SS|1.0000|MH578002|SH1643196.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe,s:Inocybe obscurobadia
OTU256	0	0	0	8	0	0	0	0	GS|100.0|AB712019|SH1186702.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU257	0	0	6	2	0	0	0	0	GS|99.7|KP889942|SH1155871.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU258	0	0	0	2	0	14	0	5	GS|100.0|MT453270|SH1650283.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella alpina
OTU259	0	0	0	0	2	7	0	0	SS|0.9700|KR063510|SH1648258.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae
OTU26	100	3	0	0	302	0	8	1	SS|1.0000|UDB0668427|SH1565791.08FU;k:Fungi
OTU260	0	0	0	7	0	0	0	0	GS|99.7|HM589265|SH1509531.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae
OTU261	2	0	3	2	2	1	0	0	GSL|100.0|KM580054|SH1537332.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU263	0	0	0	0	5	0	0	0	GS|98.0|UDB0332830|SH2734691.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Stephanosporaceae,g:Lindtneria
OTU264	0	0	5	0	0	0	0	0	SS|0.9100|UDB0300876|SH2727643.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales
OTU265	0	0	0	4	0	0	0	0	GS|100.0|UDB0297954|SH2723560.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Pochonia
OTU266	18	0	35	0	13	0	0	0	GS|99.2|KT728288|SH1522500.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU267	10	0	8	1	3	0	0	0	GS|98.7|HQ895816|SH1547592.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus
OTU269	0	0	0	4	0	0	0	0	GS|99.3|HQ339880|SH1649298.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Ophiocordycipitaceae,g:Tolypocladium
OTU27	402	0	0	0	0	0	0	0	GS|99.0|LT821498|SH1555307.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lentitheciaceae,g:Lentithecium
OTU270	0	0	5	2	0	0	0	0	SS|0.9700|MW216056|SH2715185.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU271	0	0	5	2	0	0	0	0	GS|100.0|UDB0304868|SH1565370.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema
OTU273	0	0	3	1	0	0	0	0	SS|0.9300|KP889598|SH1653626.08FU;k:Fungi,p:Chytridiomycota,c:Chytridiomycetes
OTU274	0	0	7	0	0	0	0	0	GS|100.0|KP889740|SH1194011.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita
OTU275	0	0	0	0	8	0	0	0	GS|70.3|UDB0717361|SH3340967.08FU;k:Fungi,p:Rozellomycota
OTU276	0	0	0	0	4	0	0	0	GS|97.4|UDB0165966|SH1506917.08FU;k:Fungi,p:Basidiomycota
OTU277	0	0	0	5	1	1	0	0	GS|100.0|UDB0292016|SH3336886.08FU;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales
OTU28	66	0	373	3	238	0	135	6	GS|100.0|KX095149|SH1647282.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Vibrisseaceae,g:Phialocephala
OTU280	0	0	4	0	0	0	0	0	SS|0.9000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae
OTU281	0	0	3	1	0	0	0	0	GS|98.3|UDB0400724|SH1571034.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae
OTU282	0	0	4	0	0	0	0	0	GS|97.3|KM041892|SH1189678.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae
OTU283	0	0	0	0	4	0	1	0	GS|100.0|JQ666713|SH1542189.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena
OTU284	0	0	0	5	0	0	0	0	GS|98.7|UDB0539723|SH2727263.08FU;k:Fungi,p:Chytridiomycota
OTU286	0	0	0	0	4	0	0	1	SS|1.0000|HM239699|SH1515411.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
OTU287	0	0	1	3	0	0	0	0	GS|100.0|HE863714|SH1649268.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma,s:Solicoccozyma terricola
OTU288	1	0	1	0	9	0	0	0	GS|99.7|HQ895792|SH1182665.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae
OTU29	311	0	0	0	165	0	0	0	GS|100.0|UDB0410548|SH1635799.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala
OTU290	0	0	0	0	0	4	0	0	GS|100.0|UDB0197169|SH2728393.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU292	4	0	0	0	0	0	0	0	GS|100.0|MK336446|SH1515384.08FU;k:Fungi,p:Basidiomycota,c:Malasseziomycetes,o:Malasseziales,f:Malasseziaceae,g:Malassezia,s:Malassezia restricta
OTU293	0	0	4	0	0	0	0	0	GS|100.0|KP889874|SH1509600.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae
OTU294	0	0	0	0	4	0	0	0	SS|1.0000|None;k:Fungi
OTU295	0	0	2	0	0	1	0	1	GS|100.0|MN431406|SH1536065.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Sagenomella,s:Sagenomella griseoviridis
OTU296	0	0	0	0	4	0	0	0	GS|97.7|HQ895816|SH1547592.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae
OTU297	0	0	0	0	0	7	1	1	GS|99.7|UDB016460|SH1565112.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,g:Leucogyrophana,s:Leucogyrophana mollusca
OTU298	1	0	2	0	2	0	0	0	GS|100.0|HQ414199|SH1638654.08FU;k:Viridiplantae,p:Coniferophyta,c:Pinopsida,o:Pinales,f:Taxodiaceae,g:Sequoia,s:Sequoia sempervirens
OTU299	0	0	0	0	3	1	0	1	GS|89.7|KF296967|SH1524209.08FU;k:Fungi,p:Rozellomycota
OTU3	93	0	5865	10	442	1	61	4	GSL|100.0|KY950243|SH1165004.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU30	130	0	47	2	158	0	28	0	SS|1.0000|UDB0230961|SH2729711.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales
OTU300	0	0	0	3	0	0	0	0	GSL|100.0|MT502794|SH1616871.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Apiotrichum
OTU301	0	0	0	6	0	0	0	1	SS|1.0000|MT785776|SH3568247.08FU;k:Fungi
OTU303	0	0	0	0	0	0	3	0	GS|98.4|KC222782|SH1513362.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium
OTU304	8	0	1	0	13	1	1	0	GDL|99.7|JX042865|SH1546350.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae
OTU305	3	0	23	1	7	0	0	0	SS|0.9900|UDB0347769|SH2729995.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales
OTU307	0	0	4	0	0	0	0	0	GS|98.0|KU878877|SH1570934.08FU;k:Fungi,p:Glomeromycota
OTU308	0	1	0	0	0	0	0	2	GS|100.0|UDB0154101|SH1557024.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella
OTU31	2	0	7	360	1	6	0	120	GSL|100.0|MT561429|SH1529989.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU310	0	0	1	0	5	0	0	0	GS|98.1|UDB0540726|SH2615829.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces
OTU311	0	0	0	0	6	0	0	0	GS|99.7|UDB0182021|SH2727909.08FU;k:Fungi,p:Basidiomycota
OTU312	2	0	0	0	6	0	1	0	GSL|100.0|MT131349|SH1522919.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Dermateaceae,g:Pezicula
OTU313	0	0	0	5	0	1	0	2	GS|98.7|UDB0374417|SH2720964.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae
OTU314	0	0	0	0	1	2	0	2	GSL|100.0|KF769436|SH1530022.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU316	0	0	0	0	0	1	0	5	GS|100.0|UDB0307616|SH1557056.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella
OTU317	6	0	0	0	33	0	1	0	GS|99.0|UDB0310466|SH2715511.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU318	0	0	3	0	0	0	0	0	GS|100.0|UDB0398403|SH1566026.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales
OTU319	0	0	0	0	4	0	0	0	SS|1.0000|MG761373|SH1539865.08FU;k:Fungi
OTU32	0	0	454	0	3	3	0	0	GS|99.7|MH488738|SH1174163.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena,s:Mycena leptocephala
OTU321	0	0	0	0	0	3	0	1	GS|98.7|UDB0275939|SH3337742.08FU;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales
OTU322	12	0	171	2	553	2	8	1	GS|100.0|UDB0408937|SH1564445.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU323	0	0	1	2	0	0	0	0	GS|0.0|None;No hit
OTU324	3	0	0	0	0	0	0	0	GS|98.1|UDB0438047|SH1524317.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes
OTU325	3	0	0	0	0	0	0	0	GSL|100.0|MN809450|SH1616870.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Cutaneotrichosporon,s:Cutaneotrichosporon dermatis
OTU326	1	0	0	0	3	0	0	0	SS|0.8000|MN699390|SH3566556.08FU;k:Fungi,p:Ascomycota
OTU327	0	0	3	0	0	0	0	0	SS|1.0000|UDB0236188|SH1563645.08FU;k:Fungi
OTU328	0	1	0	0	2	0	0	0	GS|100.0|HM234148|SH1555183.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Suillaceae,g:Suillus,s:Suillus lakei
OTU329	0	0	0	0	0	1	0	2	GS|100.0|KC009108|SH1565475.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron,s:Oidiodendron truncatum
OTU33	141	0	0	0	172	1	14	0	GS|100.0|UDB0301139|SH1545862.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Cadophora
OTU330	0	0	3	0	0	0	0	0	SS|0.9700|UDB0298240|SH1635837.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU331	0	0	0	0	3	0	0	0	GS|0.0|None;No hit
OTU332	0	0	0	0	3	0	0	0	GS|100.0|JQ673066|SH1518088.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae,g:Postia,s:Postia sericeomollis
OTU333	0	0	0	3	0	0	0	0	SS|0.9600|KT581650|SH1505518.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU334	2	0	0	4	0	0	0	0	SS|1.0000|UDB0534733|SH2722310.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU335	0	0	0	0	3	0	0	0	GS|98.3|UDB061056|SH2722238.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita
OTU336	0	0	0	3	0	0	0	0	GS|99.6|UDB0156276|SH1523120.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae
OTU337	0	0	0	0	2	0	0	0	SS|1.0000|JF449746|SH1182524.08FU;k:Fungi
OTU338	0	0	2	1	0	0	0	0	GS|99.7|MW216228|SH1564759.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Vibrisseaceae,g:Phialocephala,s:Phialocephala fusca
OTU339	0	0	0	2	2	0	0	0	GS|79.4|LC371024|SH1240512.08FU;k:Fungi
OTU34	152	0	62	0	184	0	80	0	GS|99.6|UDB0229015|SH1545916.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Leotiaceae,g:Alatospora
OTU340	0	0	0	0	0	0	0	4	SS|1.0000|UDB015292|SH1527482.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe
OTU342	0	0	0	0	2	0	0	0	GS|100.0|UDB0332904|SH3329152.08FU;k:Fungi,p:Zoopagomycota
OTU343	0	0	0	0	0	0	0	2	SS|0.9900|UDB0337430|SH3336741.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU344	0	0	6	0	1	0	0	0	GS|100.0|UDB0426584|SH1529591.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora
OTU345	0	0	0	0	0	0	0	2	GDL|100.0|MT512660|SH1524428.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU346	0	0	1	2	0	0	0	0	GS|100.0|MK484034|SH1522403.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales,f:Hyaloriaceae,g:Protomerulius,s:Protomerulius brachysporus
OTU347	0	0	0	0	4	0	0	0	GS|99.7|UDB0778277|SH1565178.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Galerina,s:Galerina marginata
OTU348	2	0	0	0	0	0	0	0	GS|99.7|KR476718|SH1509514.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Phacidiales,f:Phacidiaceae,g:Phacidium,s:Phacidium grevilleae
OTU349	0	0	0	0	2	0	0	0	GS|98.3|UDB0149325|SH2727597.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe
OTU35	52	0	0	0	0	0	4	240	SS|1.0000|HG796964|SH1527484.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU350	2	0	0	0	0	0	0	0	SS|0.9800|UDB0334628|SH2730773.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae
OTU352	0	0	3	0	0	0	0	0	GS|98.4|KF274154|SH1522496.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara
OTU353	1	0	3	0	0	0	2	0	GS|0.0|None;No hit
OTU355	0	0	4	0	0	0	1	1	SS|1.0000|UDB0697846|SH2735471.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales
OTU356	0	0	0	0	0	0	3	0	GS|100.0|UDB0304283|SH1529822.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Carcinomycetaceae,g:Carcinomyces
OTU357	1	0	0	0	0	1	0	0	GS|97.7|GQ985416|SH1503345.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella
OTU358	5	0	0	0	4	0	1	0	GS|98.0|KX611552|SH1560072.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes
OTU359	0	0	0	0	2	0	0	0	GS|99.5|LC028226|SH1645878.08FU;k:Fungi,p:Ascomycota
OTU36	0	0	354	1	0	1	0	0	GS|99.7|UDB0396667|SH2724067.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Hemimycena
OTU360	0	0	1	1	0	0	0	0	SS|1.0000|UDB0689213|SH2748613.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Conocybe
OTU362	1	0	0	0	1	0	0	0	GS|100.0|MW015778|SH1565713.08FU;k:Fungi,p:Basidiomycota,c:Malasseziomycetes,o:Malasseziales,f:Malasseziaceae,g:Malassezia,s:Malassezia globosa
OTU363	0	0	2	0	0	0	0	0	GS|99.7|GU174313|SH1648712.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU364	3	0	1	0	4	0	0	0	SS|1.0000|MN450602|SH1547475.08FU;k:Fungi,p:Ascomycota
OTU365	0	0	0	0	0	1	0	2	GSL|100.0|LN850985|SH1575616.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae,g:Cephalotrichum
OTU366	3	0	1	0	1	0	0	0	GS|97.8|KF274074|SH1522486.08FU;k:Fungi,p:Ascomycota
OTU367	0	0	0	0	0	2	0	0	GS|100.0|MK818505|SH1216949.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrocybe,s:Hygrocybe citrinovirens
OTU368	0	0	1	1	0	0	0	1	SS|0.9900|UDB0298405|SH2725933.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes
OTU369	0	0	3	0	0	0	0	0	GS|100.0|UDB0420263|SH1656773.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales
OTU37	0	0	126	97	0	0	0	13	GS|97.6|UDB0778361|SH1519641.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Gomphales,f:Gomphaceae,g:Phaeoclavulina
OTU370	0	0	2	1	2	1	0	0	GS|100.0|UDB0414138|SH1641305.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Peltigerales,f:Pannariaceae,g:Pectenia
OTU371	0	0	3	0	4	0	0	0	GS|97.3|UDB0224839|SH1649466.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita
OTU373	0	0	0	0	7	0	0	0	SS|0.8400|KC180742|SH1145669.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU374	0	0	0	6	0	0	0	1	GS|97.7|MF503244|SH1235982.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Clavaria,s:Clavaria greletii
OTU375	0	0	0	0	0	2	0	0	GS|98.3|MN905923|SH3567082.08FU;k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales
OTU376	0	0	0	0	3	2	0	0	GS|98.6|UDB0446020|SH1564464.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU377	2	0	0	0	0	3	0	0	GS|99.3|FJ552943|SH1181273.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae
OTU379	0	0	1	0	1	0	0	0	GS|99.7|KF041366|SH1502592.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae
OTU38	3	0	20	0	194	0	3	1	SS|1.0000|UDB0469774|SH2729710.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales
OTU380	0	0	0	0	0	0	2	0	SS|1.0000|HQ212086|SH1571494.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces
OTU381	6	0	1	1	5	0	3	0	GS|98.1|UDB0181694|SH2601796.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU382	0	0	0	0	2	0	0	0	GS|99.6|KY827309|SH1236512.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Crepidotaceae,g:Simocybe
OTU383	0	0	2	0	0	0	0	0	GS|99.3|MK782417|SH1155924.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Tremella,s:Tremella globispora
OTU384	0	0	0	2	0	0	0	0	SS|0.9100|KC965273|SH1231875.08FU;k:Fungi,p:Ascomycota
OTU385	0	0	0	2	0	0	0	0	GS|98.7|KT222403|SH1567055.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia,s:Orbilia cardui
OTU386	0	0	3	0	0	0	0	0	SS|1.0000|UDB0497876|SH2615028.08FU;k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales,f:Endogonaceae,g:Endogone
OTU387	0	0	1	1	0	0	0	0	GS|100.0|UDB0316057|SH1647629.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Leotiaceae,g:Alatospora
OTU388	0	0	0	50	0	0	0	0	GS|97.4|JQ666667|SH1557025.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella
OTU39	1	1	2	82	9	216	1	3	GSL|100.0|HQ630318|SH1607997.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella clonocystis
OTU390	2	0	0	0	0	0	0	0	SS|0.8100|JF908496|SH2588501.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycenella
OTU391	2	0	0	0	0	0	0	0	SS|0.9600|UDB0310466|SH2715511.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU392	0	0	0	4	0	0	0	0	SS|0.8600|UDB0236188|SH1563645.08FU;k:Fungi,p:Ascomycota
OTU394	0	0	1	1	0	0	0	0	GS|98.3|MG897153|SH2592577.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Leucoagaricus
OTU395	0	0	0	0	3	0	0	0	GS|100.0|MK077882|SH1508519.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus disseminatus
OTU397	0	0	0	1	1	1	0	0	GS|99.7|MW214904|SH2725854.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Lipomycetaceae
OTU399	0	0	2	0	0	0	0	0	GS|99.2|KP113665|SH1554922.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Biscogniauxia,s:Biscogniauxia mediterranea
OTU4	2	1	6	7075	0	335	0	313	GS|100.0|UDB0212775|SH1557010.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella
OTU40	74	0	147	4	185	0	40	3	GS|97.7|UDB067460|SH1565805.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU400	0	0	1	1	0	0	0	0	GS|100.0|UDB0178789|SH1522256.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis
OTU401	1	0	0	0	0	2	0	0	GS|100.0|FJ552943|SH1181273.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae
