#OTU ID	AR1ERoot	AR1ESoil	AR1NRoot	AR1NSoil	AR1SRoot	AR1SSoil	AR1WRoot	AR1WSoil	Taxonomy
OTU402	0	0	0	2	0	0	0	0	SS|0.8300|KT264668|SH1524834.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU403	0	0	0	0	4	2	0	0	GS|98.3|UDB0644985|SH3338335.08FU;k:Fungi,p:Basidiomycota
OTU405	0	0	0	1	1	0	0	0	SS|0.9400|UDB0305008|SH2721242.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae
OTU406	2	0	1	2	12	0	0	0	GS|98.7|HQ895805|SH1547616.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae
OTU407	0	0	0	0	3	1	0	0	SS|0.9300|KP257120|SH1179355.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Clavaria,s:Clavaria fragilis
OTU409	0	0	0	0	2	0	0	0	SS|0.9200|MF359724|SH1530086.08FU;k:Fungi,p:Neocallimastigomycota
OTU41	185	0	0	0	0	0	0	0	SS|0.9800|KX611078|SH1238891.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU410	0	0	0	0	2	0	0	0	GS|99.3|UDB033192|SH1611771.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Gomphales,f:Lentariaceae,g:Lentaria,s:Lentaria byssiseda
OTU411	1	0	0	0	1	0	0	0	SS|1.0000|UDB0425292|SH3321650.08FU;k:Fungi,p:Rozellomycota
OTU415	0	0	3	1	0	0	0	0	GS|99.3|UDB0335931|SH2726907.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales
OTU416	0	0	0	0	3	0	0	0	GS|100.0|HM240220|SH1655414.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces
OTU417	0	0	0	0	0	0	0	2	GS|97.9|JQ759868|SH1564438.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU418	0	0	2	0	0	0	0	0	SS|0.9800|UDB0323690|SH3320749.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU419	0	0	0	0	4	0	0	0	GSL|97.3|HQ661167|SH1229412.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Ophiocordycipitaceae
OTU42	0	0	0	0	5	0	162	6	GS|0.0|None;No hit
OTU421	0	0	2	0	0	0	0	0	GS|99.3|KU559338|SH1189860.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Stereaceae,g:Acanthobasidium,s:Acanthobasidium penicillatum
OTU422	0	0	0	0	2	0	0	0	GS|97.0|UDB058400|SH1569597.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae
OTU423	0	0	0	2	0	1	0	0	GS|98.7|UDB0369956|SH1541542.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Rosellinia
OTU424	0	0	0	0	0	0	0	4	GS|99.7|JN205931|SH1143730.08FU;k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Mucoraceae,g:Mucor
OTU425	0	0	5	0	0	0	0	0	SS|1.0000|UDB0304638|SH1623518.08FU;k:Fungi,p:Ascomycota
OTU426	1	0	0	0	0	0	1	0	GS|99.7|MN148673|SH1522942.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Lachnum,s:Lachnum virgineum
OTU428	0	0	2	1	0	0	0	0	GS|99.3|UDB0338701|SH2720597.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales
OTU43	0	0	173	3	0	0	0	0	GS|98.3|MK234176|SH2607971.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Hemimycena
OTU430	0	0	0	0	0	0	0	2	SS|1.0000|JX043193|SH1526108.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae
OTU44	0	1	0	181	0	1	0	12	GSL|100.0|MN902154|SH1529989.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU45	0	0	147	28	0	0	0	3	GS|98.6|UDB066570|SH2722912.08FU;k:Fungi,p:Ascomycota,c:Xylonomycetes
OTU46	8	0	0	0	155	3	0	0	SS|1.0000|UDB0304815|SH2736218.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU47	0	1	283	0	0	0	2	0	GS|98.7|UDB037348|SH1569584.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Hemimycena,s:Hemimycena angustispora
OTU48	0	0	0	1	42	212	0	0	GS|97.7|UDB0151512|SH2724419.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Stereaceae
OTU49	0	0	151	1	3	0	0	1	GSL|99.7|MN956892|SH1529988.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU5	1957	0	0	0	961	0	52	0	GS|100.0|UDB0418409|SH2730075.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena
OTU50	0	0	136	2	12	0	6	6	GS|100.0|UDB0183464|SH2729912.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU51	23	0	44	0	68	0	1	0	GSL|100.0|MT453276|SH1564396.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala
OTU52	3	0	24	3	134	0	0	0	GS|99.3|HM044651|SH1648785.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Tetracladium
OTU53	0	0	0	2	0	143	0	73	GS|100.0|MH481307|SH1557013.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella gamsii
OTU54	113	0	0	0	0	0	0	5	SS|1.0000|UDB0754297|SH1542866.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU55	0	0	0	0	110	0	0	0	SS|0.9800|KP889842|SH1236682.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae
OTU56	0	0	84	29	0	0	7	0	GS|100.0|MH363718|SH1191421.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Morchellaceae,g:Verpa,s:Verpa conica
OTU57	2	0	53	1	52	0	0	0	GS|0.0|None;No hit
OTU58	102	0	33	0	7	0	0	0	GS|100.0|JX003299|SH1557656.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Wilcoxina,s:Wilcoxina rehmii
OTU59	0	0	41	0	98	0	0	0	GS|100.0|UDB0298240|SH1635837.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala
OTU6	18	0	787	0	2787	0	0	0	GS|99.0|UDB0408686|SH1542200.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena
OTU60	1	3	0	41	13	17	0	24	GS|100.0|MT079164|SH1552441.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metapochonia,s:Metapochonia suchlasporia
OTU61	0	0	0	103	1	0	0	0	GSL|100.0|HQ630355|SH1557012.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella
OTU62	0	1	138	67	3	0	0	21	GS|100.0|UDB0133614|SH1564442.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron
OTU63	73	0	0	0	19	0	3	0	SS|0.8900|KF385366|SH1569866.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU64	0	4	0	11	11	145	0	32	GS|100.0|UDB0299506|SH1607998.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella
OTU65	9	0	0	0	74	0	0	1	SS|0.9000|UDB0310466|SH2715511.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU66	0	0	40	34	5	8	0	2	GS|97.5|UDB0635589|SH2724250.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae,g:Cylindrosympodium
OTU67	0	0	108	1	1	0	1	0	GS|100.0|UDB0346153|SH2699497.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales
OTU68	3	0	1	0	3	0	81	43	SS|1.0000|KC791141|SH1171025.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hysterangiales,f:Hysterangiaceae,g:Hysterangium
OTU69	0	0	61	10	28	0	12	1	GS|98.3|JQ346944|SH1182420.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU7	0	0	2472	3	0	0	0	0	SS|0.9800|UDB067389|SH2722925.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae
OTU70	4	0	27	10	36	2	0	8	GS|100.0|UDB0227375|SH1557171.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Pseudeurotiaceae,g:Pseudeurotium
OTU71	18	0	1	9	59	6	0	0	GS|98.9|UDB0508842|SH1611752.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Clavulinopsis
OTU72	0	0	62	2	0	1	3	0	SS|0.9700|KX440128|SH1184642.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU73	18	0	0	0	46	1	0	0	GS|100.0|MT859902|SH1555501.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Microdochiaceae,g:Idriella,s:Idriella lunata
OTU74	3	0	86	0	49	0	9	0	SS|1.0000|UDB0347769|SH2729995.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales
OTU75	0	0	4	69	0	5	0	0	GSL|100.0|MN966603|SH1572816.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Cladosporiaceae,g:Cladosporium
OTU76	0	0	0	89	0	0	0	3	GSL|100.0|MT658052|SH1507034.08FU;k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor fragilis
OTU77	0	0	0	0	3	0	1	105	SS|1.0000|JX989901|SH1634508.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe
OTU78	4	0	0	0	101	4	0	0	GS|100.0|UDB0374429|SH1648258.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae
OTU79	0	0	60	1	0	0	0	0	GS|99.3|UDB0385905|SH1527187.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU8	699	0	1065	2	3327	4	271	0	GS|100.0|HM049643|SH1522921.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Lachnum
OTU80	0	0	56	0	7	3	0	2	GS|99.3|KJ775667|SH1529998.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium sanguifluum
OTU81	56	0	2	0	0	0	6	0	GS|100.0|HM036613|SH1648465.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Dictyosporiaceae,g:Pseudodictyosporium,s:Pseudodictyosporium wauense
OTU82	0	0	0	71	0	2	0	2	GS|100.0|UDB0289494|SH1557010.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella
OTU83	0	0	13	10	0	7	0	29	GS|99.3|KP889937|SH1565432.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae
OTU84	0	0	20	36	0	0	0	0	GDL|100.0|UDB084360|SH1571570.08FU;k:Fungi,p:Basidiomycota
OTU85	0	0	0	0	45	0	0	0	SS|1.0000|MT235632|SH1610613.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales
OTU86	0	0	12	37	2	1	0	1	GS|100.0|UDB0405095|SH1563152.08FU;k:Fungi,p:Basidiomycota,c:Geminibasidiomycetes,o:Geminibasidiales,f:Geminibasidiaceae,g:Geminibasidium
OTU87	0	0	39	3	0	0	0	0	GS|100.0|UDB0321238|SH1566736.08FU;k:Fungi,p:Rozellomycota
OTU88	0	1	0	18	2	13	0	4	GSL|100.0|MN122409|SH1524419.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Beauveria
OTU89	0	0	0	0	0	0	0	41	GS|100.0|KP814498|SH1517818.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Schizoporaceae,g:Xylodon
OTU9	44	0	1	0	1448	0	5	0	GS|98.7|KU564088|SH1564529.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU90	0	0	43	0	0	0	0	0	GS|98.2|JX898961|SH1523753.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae
OTU91	7	0	44	29	19	11	2	4	GS|100.0|UDB0498374|SH1734151.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Leohumicola
OTU92	1	0	18	21	7	0	0	2	GS|100.0|UDB0309671|SH1611802.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU93	22	0	2	0	50	0	1	0	GS|100.0|UDB0407405|SH1613516.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula
OTU94	4	0	0	0	52	0	0	0	SS|0.9300|KJ685946|SH2589160.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes
OTU95	0	0	31	7	0	0	0	2	GS|100.0|MN871512|SH1552440.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metapochonia,s:Metapochonia bulbillosa
OTU96	0	0	0	2	0	56	0	37	SS|0.8000|MN656164|SH1557013.08FU;k:Fungi
OTU97	8	1	0	0	39	1	0	0	GS|99.3|UDB0366795|SH2724402.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU98	32	0	0	0	0	0	9	0	GS|99.7|UDB0260392|SH1506702.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU99	0	0	4	0	49	0	0	0	SS|0.9300|UDB0250620|SH2733981.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales
